[ 2026-09-06 22:02:14,951 ] 20 root - INFO - Initiate the data ingestion
[ 2026-09-06 22:02:30,395 ] 66 root - INFO - Performed train test split on the dataset
[ 2026-09-06 22:02:30,395 ] 67 root - INFO - Existing data ingestion component. Train test split is done and train and test file is created.
[ 2026-09-06 22:02:30,395 ] 72 root - INFO - Exporting training dataset to file: [Artifacts\09062026__220214\data_ingestion\train.csv]
[ 2026-09-06 22:02:30,447 ] 78 root - INFO - Exporting test dataset to file: [Artifacts\09062026__220214\data_ingestion\test.csv]
[ 2026-09-06 22:02:30,448 ] 22 root - INFO - Data Initiation Completed
[ 2026-09-06 22:02:30,454 ] 26 root - INFO - Initiate the data Validation
[ 2026-09-06 22:02:30,548 ] 31 root - INFO - Required number of columns: 31
[ 2026-09-06 22:02:30,548 ] 32 root - INFO - Data frame has columns: 31
[ 2026-09-06 22:02:30,548 ] 31 root - INFO - Required number of columns: 31
[ 2026-09-06 22:02:30,548 ] 32 root - INFO - Data frame has columns: 31
[ 2026-09-06 22:02:30,548 ] 52 root - INFO - Missing numerical columns: []
[ 2026-09-06 22:02:30,736 ] 28 root - INFO - data Validation Completed
[ 2026-09-06 22:02:30,737 ] 31 root - INFO - data Transformation started
[ 2026-09-06 22:02:30,840 ] 49 root - INFO - Entered the save_object method MainUtils class
[ 2026-09-06 22:02:30,844 ] 55 root - INFO - Existed the save_object method of Mainutils class
[ 2026-09-06 22:02:30,849 ] 75 root - INFO - Data transformation artifact created: DataTransformationArtifact(transformed_object_file_path='Artifacts\\09062026__220214\\data_transformation\\transfromed_object\\preprocessing.pkl', transformed_train_file_path='Artifacts\\09062026__220214\\data_transformation\\transformed\\train.npy', transformed_test_file_path='Artifacts\\09062026__220214\\data_transformation\\transformed\\test.npy')
[ 2026-09-06 22:02:30,851 ] 35 root - INFO - data Transformation completed
[ 2026-09-06 22:02:30,851 ] 37 root - INFO - Model Training sstared
[ 2026-09-06 22:02:33,403 ] 49 root - INFO - Entered the save_object method MainUtils class
[ 2026-09-06 22:02:33,419 ] 55 root - INFO - Existed the save_object method of Mainutils class
[ 2026-09-06 22:02:33,420 ] 108 root - INFO - Model trainer artifact:ModelTrainerArtifact(trained_model_file_path='Artifacts\\09062026__220214\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9913515687851971, precision_score=0.9893617021276596, recall_score=0.9933494558645707), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9742310889443059, precision_score=0.967795210569777, recall_score=0.9807531380753138))
[ 2026-09-06 22:02:33,421 ] 42 root - INFO - Model Training artifact created
