[ 2026-09-09 15:54:55,082 ] 20 root - INFO - Initiate the data ingestion
[ 2026-09-09 15:54:57,062 ] 66 root - INFO - Performed train test split on the dataset
[ 2026-09-09 15:54:57,062 ] 67 root - INFO - Existing data ingestion component. Train test split is done and train and test file is created.
[ 2026-09-09 15:54:57,062 ] 72 root - INFO - Exporting training dataset to file: [Artifacts\09092026__155455\data_ingestion\train.csv]
[ 2026-09-09 15:54:57,113 ] 78 root - INFO - Exporting test dataset to file: [Artifacts\09092026__155455\data_ingestion\test.csv]
[ 2026-09-09 15:54:57,113 ] 22 root - INFO - Data Initiation Completed
[ 2026-09-09 15:54:57,126 ] 26 root - INFO - Initiate the data Validation
[ 2026-09-09 15:54:57,213 ] 31 root - INFO - Required number of columns: 31
[ 2026-09-09 15:54:57,213 ] 32 root - INFO - Data frame has columns: 31
[ 2026-09-09 15:54:57,213 ] 31 root - INFO - Required number of columns: 31
[ 2026-09-09 15:54:57,213 ] 32 root - INFO - Data frame has columns: 31
[ 2026-09-09 15:54:57,213 ] 52 root - INFO - Missing numerical columns: []
[ 2026-09-09 15:54:57,359 ] 28 root - INFO - data Validation Completed
[ 2026-09-09 15:54:57,359 ] 31 root - INFO - data Transformation started
[ 2026-09-09 15:54:57,477 ] 49 root - INFO - Entered the save_object method MainUtils class
[ 2026-09-09 15:54:57,477 ] 55 root - INFO - Existed the save_object method of Mainutils class
[ 2026-09-09 15:54:57,477 ] 75 root - INFO - Data transformation artifact created: DataTransformationArtifact(transformed_object_file_path='Artifacts\\09092026__155455\\data_transformation\\transfromed_object\\preprocessing.pkl', transformed_train_file_path='Artifacts\\09092026__155455\\data_transformation\\transformed\\train.npy', transformed_test_file_path='Artifacts\\09092026__155455\\data_transformation\\transformed\\test.npy')
[ 2026-09-09 15:54:57,477 ] 35 root - INFO - data Transformation completed
[ 2026-09-09 15:54:57,477 ] 37 root - INFO - Model Training sstared
[ 2026-09-09 15:55:23,493 ] 49 root - INFO - Entered the save_object method MainUtils class
[ 2026-09-09 15:55:23,525 ] 55 root - INFO - Existed the save_object method of Mainutils class
[ 2026-09-09 15:55:23,525 ] 174 root - INFO - Model trainer artifact:ModelTrainerArtifact(trained_model_file_path='Artifacts\\09092026__155455\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.991559035899522, precision_score=0.9886432772257149, recall_score=0.9944920440636474), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9703908409001184, precision_score=0.9616588419405321, recall_score=0.9792828685258964))
[ 2026-09-09 15:55:23,526 ] 42 root - INFO - Model Training artifact created
