[ 2026-09-09 16:05:51,604 ] 20 root - INFO - Initiate the data ingestion
[ 2026-09-09 16:05:55,720 ] 66 root - INFO - Performed train test split on the dataset
[ 2026-09-09 16:05:55,720 ] 67 root - INFO - Existing data ingestion component. Train test split is done and train and test file is created.
[ 2026-09-09 16:05:55,720 ] 72 root - INFO - Exporting training dataset to file: [Artifacts\09092026__160551\data_ingestion\train.csv]
[ 2026-09-09 16:05:55,768 ] 78 root - INFO - Exporting test dataset to file: [Artifacts\09092026__160551\data_ingestion\test.csv]
[ 2026-09-09 16:05:55,768 ] 22 root - INFO - Data Initiation Completed
[ 2026-09-09 16:05:55,801 ] 26 root - INFO - Initiate the data Validation
[ 2026-09-09 16:05:55,904 ] 31 root - INFO - Required number of columns: 31
[ 2026-09-09 16:05:55,904 ] 32 root - INFO - Data frame has columns: 31
[ 2026-09-09 16:05:55,904 ] 31 root - INFO - Required number of columns: 31
[ 2026-09-09 16:05:55,904 ] 32 root - INFO - Data frame has columns: 31
[ 2026-09-09 16:05:55,904 ] 52 root - INFO - Missing numerical columns: []
[ 2026-09-09 16:05:56,035 ] 28 root - INFO - data Validation Completed
[ 2026-09-09 16:05:56,035 ] 31 root - INFO - data Transformation started
[ 2026-09-09 16:05:56,151 ] 49 root - INFO - Entered the save_object method MainUtils class
[ 2026-09-09 16:05:56,151 ] 55 root - INFO - Existed the save_object method of Mainutils class
[ 2026-09-09 16:05:56,171 ] 75 root - INFO - Data transformation artifact created: DataTransformationArtifact(transformed_object_file_path='Artifacts\\09092026__160551\\data_transformation\\transfromed_object\\preprocessing.pkl', transformed_train_file_path='Artifacts\\09092026__160551\\data_transformation\\transformed\\train.npy', transformed_test_file_path='Artifacts\\09092026__160551\\data_transformation\\transformed\\test.npy')
[ 2026-09-09 16:05:56,171 ] 35 root - INFO - data Transformation completed
[ 2026-09-09 16:05:56,171 ] 37 root - INFO - Model Training sstared
[ 2026-09-09 16:13:46,963 ] 49 root - INFO - Entered the save_object method MainUtils class
[ 2026-09-09 16:13:47,012 ] 55 root - INFO - Existed the save_object method of Mainutils class
[ 2026-09-09 16:13:47,012 ] 174 root - INFO - Model trainer artifact:ModelTrainerArtifact(trained_model_file_path='Artifacts\\09092026__160551\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9915470007129036, precision_score=0.9900345739271914, recall_score=0.993064055487556), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9699842022116903, precision_score=0.961628817541112, recall_score=0.9784860557768924))
[ 2026-09-09 16:13:47,012 ] 42 root - INFO - Model Training artifact created
