[ 2026-09-09 14:52:46,961 ] 20 root - INFO - Initiate the data ingestion
[ 2026-09-09 14:52:49,547 ] 66 root - INFO - Performed train test split on the dataset
[ 2026-09-09 14:52:49,547 ] 67 root - INFO - Existing data ingestion component. Train test split is done and train and test file is created.
[ 2026-09-09 14:52:49,547 ] 72 root - INFO - Exporting training dataset to file: [Artifacts\09092026__145246\data_ingestion\train.csv]
[ 2026-09-09 14:52:49,599 ] 78 root - INFO - Exporting test dataset to file: [Artifacts\09092026__145246\data_ingestion\test.csv]
[ 2026-09-09 14:52:49,600 ] 22 root - INFO - Data Initiation Completed
[ 2026-09-09 14:52:49,608 ] 26 root - INFO - Initiate the data Validation
[ 2026-09-09 14:52:49,694 ] 31 root - INFO - Required number of columns: 31
[ 2026-09-09 14:52:49,694 ] 32 root - INFO - Data frame has columns: 31
[ 2026-09-09 14:52:49,694 ] 31 root - INFO - Required number of columns: 31
[ 2026-09-09 14:52:49,694 ] 32 root - INFO - Data frame has columns: 31
[ 2026-09-09 14:52:49,695 ] 52 root - INFO - Missing numerical columns: []
[ 2026-09-09 14:52:49,834 ] 28 root - INFO - data Validation Completed
[ 2026-09-09 14:52:49,834 ] 31 root - INFO - data Transformation started
[ 2026-09-09 14:52:49,946 ] 49 root - INFO - Entered the save_object method MainUtils class
[ 2026-09-09 14:52:49,954 ] 55 root - INFO - Existed the save_object method of Mainutils class
[ 2026-09-09 14:52:49,963 ] 75 root - INFO - Data transformation artifact created: DataTransformationArtifact(transformed_object_file_path='Artifacts\\09092026__145246\\data_transformation\\transfromed_object\\preprocessing.pkl', transformed_train_file_path='Artifacts\\09092026__145246\\data_transformation\\transformed\\train.npy', transformed_test_file_path='Artifacts\\09092026__145246\\data_transformation\\transformed\\test.npy')
[ 2026-09-09 14:52:49,966 ] 35 root - INFO - data Transformation completed
[ 2026-09-09 14:52:49,966 ] 37 root - INFO - Model Training sstared
[ 2026-09-09 14:53:18,349 ] 49 root - INFO - Entered the save_object method MainUtils class
[ 2026-09-09 14:53:18,372 ] 55 root - INFO - Existed the save_object method of Mainutils class
[ 2026-09-09 14:53:18,373 ] 124 root - INFO - Model trainer artifact:ModelTrainerArtifact(trained_model_file_path='Artifacts\\09092026__145246\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9915538821613921, precision_score=0.989238578680203, recall_score=0.9938800489596084), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9727595736281089, precision_score=0.9640062597809077, recall_score=0.9816733067729083))
[ 2026-09-09 14:53:18,375 ] 42 root - INFO - Model Training artifact created
