[ 2026-09-09 15:51:35,545 ] 20 root - INFO - Initiate the data ingestion
[ 2026-09-09 15:51:37,334 ] 66 root - INFO - Performed train test split on the dataset
[ 2026-09-09 15:51:37,334 ] 67 root - INFO - Existing data ingestion component. Train test split is done and train and test file is created.
[ 2026-09-09 15:51:37,334 ] 72 root - INFO - Exporting training dataset to file: [Artifacts\09092026__155135\data_ingestion\train.csv]
[ 2026-09-09 15:51:37,395 ] 78 root - INFO - Exporting test dataset to file: [Artifacts\09092026__155135\data_ingestion\test.csv]
[ 2026-09-09 15:51:37,395 ] 22 root - INFO - Data Initiation Completed
[ 2026-09-09 15:51:37,412 ] 26 root - INFO - Initiate the data Validation
[ 2026-09-09 15:51:37,495 ] 31 root - INFO - Required number of columns: 31
[ 2026-09-09 15:51:37,495 ] 32 root - INFO - Data frame has columns: 31
[ 2026-09-09 15:51:37,495 ] 31 root - INFO - Required number of columns: 31
[ 2026-09-09 15:51:37,495 ] 32 root - INFO - Data frame has columns: 31
[ 2026-09-09 15:51:37,495 ] 52 root - INFO - Missing numerical columns: []
[ 2026-09-09 15:51:37,645 ] 28 root - INFO - data Validation Completed
[ 2026-09-09 15:51:37,645 ] 31 root - INFO - data Transformation started
[ 2026-09-09 15:51:37,745 ] 49 root - INFO - Entered the save_object method MainUtils class
[ 2026-09-09 15:51:37,745 ] 55 root - INFO - Existed the save_object method of Mainutils class
[ 2026-09-09 15:51:37,745 ] 75 root - INFO - Data transformation artifact created: DataTransformationArtifact(transformed_object_file_path='Artifacts\\09092026__155135\\data_transformation\\transfromed_object\\preprocessing.pkl', transformed_train_file_path='Artifacts\\09092026__155135\\data_transformation\\transformed\\train.npy', transformed_test_file_path='Artifacts\\09092026__155135\\data_transformation\\transformed\\test.npy')
[ 2026-09-09 15:51:37,745 ] 35 root - INFO - data Transformation completed
[ 2026-09-09 15:51:37,745 ] 37 root - INFO - Model Training sstared
[ 2026-09-09 15:52:03,695 ] 49 root - INFO - Entered the save_object method MainUtils class
[ 2026-09-09 15:52:03,711 ] 55 root - INFO - Existed the save_object method of Mainutils class
[ 2026-09-09 15:52:03,711 ] 151 root - INFO - Model trainer artifact:ModelTrainerArtifact(trained_model_file_path='Artifacts\\09092026__155135\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9915538821613921, precision_score=0.989238578680203, recall_score=0.9938800489596084), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9711576451995259, precision_score=0.963166144200627, recall_score=0.9792828685258964))
[ 2026-09-09 15:52:03,711 ] 42 root - INFO - Model Training artifact created
