[ 2026-09-06 21:40:24,070 ] 20 root - INFO - Initiate the data ingestion
[ 2026-09-06 21:40:35,421 ] 66 root - INFO - Performed train test split on the dataset
[ 2026-09-06 21:40:35,421 ] 67 root - INFO - Existing data ingestion component. Train test split is done and train and test file is created.
[ 2026-09-06 21:40:35,421 ] 72 root - INFO - Exporting training dataset to file: [Artifacts\09062026__214024\data_ingestion\train.csv]
[ 2026-09-06 21:40:35,491 ] 78 root - INFO - Exporting test dataset to file: [Artifacts\09062026__214024\data_ingestion\test.csv]
[ 2026-09-06 21:40:35,492 ] 22 root - INFO - Data Initiation Completed
[ 2026-09-06 21:40:35,501 ] 26 root - INFO - Initiate the data Validation
[ 2026-09-06 21:40:35,584 ] 31 root - INFO - Required number of columns: 31
[ 2026-09-06 21:40:35,585 ] 32 root - INFO - Data frame has columns: 31
[ 2026-09-06 21:40:35,585 ] 31 root - INFO - Required number of columns: 31
[ 2026-09-06 21:40:35,585 ] 32 root - INFO - Data frame has columns: 31
[ 2026-09-06 21:40:35,585 ] 52 root - INFO - Missing numerical columns: []
[ 2026-09-06 21:40:35,751 ] 28 root - INFO - data Validation Completed
[ 2026-09-06 21:40:35,751 ] 31 root - INFO - data Transformation started
[ 2026-09-06 21:40:35,850 ] 49 root - INFO - Entered the save_object method MainUtils class
[ 2026-09-06 21:40:35,857 ] 55 root - INFO - Existed the save_object method of Mainutils class
[ 2026-09-06 21:40:35,861 ] 75 root - INFO - Data transformation artifact created: DataTransformationArtifact(transformed_object_file_path='Artifacts\\09062026__214024\\data_transformation\\transfromed_object\\preprocessing.pkl', transformed_train_file_path='Artifacts\\09062026__214024\\data_transformation\\transformed\\train.npy', transformed_test_file_path='Artifacts\\09062026__214024\\data_transformation\\transformed\\test.npy')
[ 2026-09-06 21:40:35,864 ] 35 root - INFO - data Transformation completed
[ 2026-09-06 21:40:35,864 ] 37 root - INFO - Model Training sstared
[ 2026-09-06 21:40:38,474 ] 49 root - INFO - Entered the save_object method MainUtils class
[ 2026-09-06 21:40:38,489 ] 55 root - INFO - Existed the save_object method of Mainutils class
[ 2026-09-06 21:40:38,489 ] 99 root - INFO - Model trainer artifact:ModelTrainerArtifact(trained_model_file_path='Artifacts\\09062026__214024\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9913446054750402, precision_score=0.9901487736228387, recall_score=0.9925433293027005), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9759136212624585, precision_score=0.9686727122835944, recall_score=0.9832635983263598))
[ 2026-09-06 21:40:38,491 ] 42 root - INFO - Model Training artifact created
