[ 2026-09-09 16:50:36,550 ] 20 root - INFO - Initiate the data ingestion
[ 2026-09-09 16:50:43,049 ] 66 root - INFO - Performed train test split on the dataset
[ 2026-09-09 16:50:43,049 ] 67 root - INFO - Existing data ingestion component. Train test split is done and train and test file is created.
[ 2026-09-09 16:50:43,050 ] 72 root - INFO - Exporting training dataset to file: [Artifacts\09092026__165036\data_ingestion\train.csv]
[ 2026-09-09 16:50:43,110 ] 78 root - INFO - Exporting test dataset to file: [Artifacts\09092026__165036\data_ingestion\test.csv]
[ 2026-09-09 16:50:43,162 ] 22 root - INFO - Data Initiation Completed
[ 2026-09-09 16:50:43,179 ] 26 root - INFO - Initiate the data Validation
[ 2026-09-09 16:50:43,344 ] 31 root - INFO - Required number of columns: 31
[ 2026-09-09 16:50:43,344 ] 32 root - INFO - Data frame has columns: 31
[ 2026-09-09 16:50:43,344 ] 31 root - INFO - Required number of columns: 31
[ 2026-09-09 16:50:43,345 ] 32 root - INFO - Data frame has columns: 31
[ 2026-09-09 16:50:43,345 ] 52 root - INFO - Missing numerical columns: []
[ 2026-09-09 16:50:43,561 ] 28 root - INFO - data Validation Completed
[ 2026-09-09 16:50:43,562 ] 31 root - INFO - data Transformation started
[ 2026-09-09 16:50:43,727 ] 49 root - INFO - Entered the save_object method MainUtils class
[ 2026-09-09 16:50:43,731 ] 55 root - INFO - Existed the save_object method of Mainutils class
[ 2026-09-09 16:50:43,738 ] 78 root - INFO - Data transformation artifact created: DataTransformationArtifact(transformed_object_file_path='Artifacts\\09092026__165036\\data_transformation\\transfromed_object\\preprocessing.pkl', transformed_train_file_path='Artifacts\\09092026__165036\\data_transformation\\transformed\\train.npy', transformed_test_file_path='Artifacts\\09092026__165036\\data_transformation\\transformed\\test.npy')
[ 2026-09-09 16:50:43,772 ] 35 root - INFO - data Transformation completed
[ 2026-09-09 16:50:43,772 ] 37 root - INFO - Model Training sstared
[ 2026-09-09 16:55:18,428 ] 49 root - INFO - Entered the save_object method MainUtils class
[ 2026-09-09 16:55:18,468 ] 55 root - INFO - Existed the save_object method of Mainutils class
[ 2026-09-09 16:55:18,468 ] 173 root - INFO - Model trainer artifact:ModelTrainerArtifact(trained_model_file_path='Artifacts\\09092026__165036\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9904993791139391, precision_score=0.9905091383715835, recall_score=0.9905020352781547), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9669321619869357, precision_score=0.9670952321268963, recall_score=0.9669832654907282))
[ 2026-09-09 16:55:18,470 ] 42 root - INFO - Model Training artifact created
